client_id,oof_default_probability
CC_0000F52C3717,0.23626820679978283
CC_0008C4E44BB9,0.10004498833276147
CC_000B4B1BEDF6,0.045910594048279164
CC_000D492CE7AD,0.04483316747441062
CC_000DCFA992C4,0.046178536893682356
CC_001122E39690,0.05603185927266523
CC_00117B7E053B,0.08067319852813402
CC_00135124F0C3,0.27115385137256465
CC_0016CFCF14C4,0.0791912357207638
CC_001740B14C72,0.09866275236510594
CC_001938053246,0.055851463194552475
CC_0019E3DC239C,0.0854115822329387
CC_001C3594F76E,0.2914529976424199
CC_001CE8624267,0.10436283422758155
CC_001F84E88060,0.0904070332333333
CC_00205A472499,0.08688184467167186
CC_00293A354886,0.037847367079389974
CC_002B838F0462,0.1879768942339689
CC_002C0A6A79A3,0.1618592478080336
CC_002D38C9B16D,0.2479712170184108
CC_002EC26F87BF,0.030709598109988655
CC_002FBC1547AE,0.1894943807553987
CC_00308EC6F3D4,0.1109422555075436
CC_00324544DD9F,0.36137747868834413
CC_003C4B7BE7F8,0.20474994608018285
CC_004006D91D8D,0.6727408583164444
CC_0041A03EFFB6,0.059635220589118666
CC_00428A82437E,0.24408415311841822
CC_0045073BC11F,0.35110709627465114
CC_00467B1D8D89,0.05452594810280105
CC_004713654049,0.1463874811807084
CC_00471F46B9F4,0.09258811092013766
CC_004B878F25C2,0.11099017215611376
CC_004BB26042C5,0.10623340558295695
CC_004D8E72230C,0.2715658787324319
CC_004DB3A3C70B,0.41501414749656557
CC_004FD1D5A61B,0.16292903138339068
CC_004FE57C56C8,0.7697695222355174
CC_005704951586,0.24072387888731256
CC_00643E369290,0.10259678547522562
CC_0066D98BB9EF,0.5602631209072346
CC_00690BCC3766,0.18401820247943282
CC_006D26E11173,0.14409171128117432
CC_006F0424BA0C,0.06386060774798773
CC_0072F2F08542,0.043875818665852474
CC_00751D910DFF,0.06775605293838265
CC_00755CE7B990,0.14700531786663001
CC_007590841E7C,0.4531343980894085
CC_007B612BB240,0.716882851400419
CC_007EC791ED3A,0.33013510955401226
CC_00876B84BC7E,0.19570983160363362
CC_0088A324D676,0.0804678455461418
CC_008B5E945701,0.5331012265920605
CC_008D56B4B41A,0.04391723686790778
CC_00951B5D39A6,0.11625558905721808
CC_0099AC551369,0.06992446038383093
CC_009A2F903E8F,0.22680341395066866
CC_009F373F58EE,0.047754048752480426
